Designator,Footprint,Quantity,Value,LCSC Part #
SW1,DDR_CONTACT,1,DDR_North,
SW2,DDR_CONTACT,1,DDR_East,
SW3,DDR_CONTACT_MIRROR,1,DDR_South,
SW4,DDR_CONTACT_MIRROR,1,DDR_West,
SW5,SW_PUSH_6mm,1,SW_Pause,
SW6,SW_PUSH_6mm,1,SW_Start,
U1,MODULE_RP2040-ZERO,1,RP2040-ZERO,
